timestamp,util
-20.0,
-19.8,
-19.599,
-19.399,
-19.198,
-18.998,
-18.798000000000002,
-18.597,
-18.397,
-18.197,
-17.996,
-17.796,
-17.596,
-17.395,
-17.195,
-16.994,
-16.794,
-16.594,
-16.393,
-16.193,0.0
-15.993,0.0
-15.792,0.0
-15.591999999999999,0.0
-15.392,0.0
-15.190999999999999,0.0
-14.991,0.0
-14.79,0.0
-14.59,0.0
-14.39,0.0
-14.189,0.0
-13.989,0.0
-13.789,0.0
-13.588000000000001,0.0
-13.388,0.0
-13.187999999999999,0.0
-12.987,0.0
-12.786999999999999,0.0
-12.587,0.0
-12.386,0.0
-12.186,0.0
-11.985,0.0
-11.785,0.5
-11.585,0.5
-11.384,0.5
-11.184,0.5
-10.984,0.5
-10.783,0.5
-10.583,0.5
-10.383,0.5
-10.182,0.5
-9.982,0.5
-9.782,0.5
-9.581,0.5
-9.381,0.5
-9.18,0.5
-8.98,0.5
-8.78,0.62
-8.579,0.62
-8.379,0.62
-8.179,0.62
-7.978,0.62
-7.7780000000000005,0.12
-7.577999999999999,0.12
-7.377000000000001,0.12
-7.177,0.12
-6.977,0.12
-6.776,0.12
-6.5760000000000005,0.12
-6.375,0.12
-6.175000000000001,0.12
-5.975,0.12
-5.773999999999999,0.12
-5.574,0.12
-5.3740000000000006,0.12
-5.173,0.12
-4.973000000000001,0.12
-4.773,0.0
-4.571999999999999,0.0
-4.372,0.0
-4.170999999999999,0.0
-3.971,0.0
-3.771000000000001,0.0
-3.5700000000000003,0.0
-3.370000000000001,0.0
-3.1700000000000017,0.0
-2.969000000000001,0.0
-2.7689999999999984,0.0
-2.568999999999999,0.0
-2.3679999999999986,1.25
-2.1679999999999993,2.5
-1.9669999999999987,3.75
-1.7659999999999982,5.75
-1.565999999999999,7.0
-1.3649999999999984,8.25
-1.1649999999999991,9.5
-0.9639999999999986,9.5
-0.7639999999999993,9.5
-0.5629999999999988,9.5
-0.36299999999999955,9.5
-0.16300000000000026,9.5
0.038000000000000256,9.5
0.23799999999999955,9.5
0.43799999999999883,9.5
0.6389999999999993,9.5
0.8389999999999986,9.5
1.0390000000000015,9.5
1.2399999999999984,10.75
1.4400000000000013,12.0
1.6409999999999982,15.02
1.8419999999999987,15.02
2.0429999999999993,18.255000000000003
2.2489999999999988,17.880000000000003
2.4490000000000016,19.755000000000003
2.6499999999999986,20.380000000000003
2.850999999999999,19.130000000000003
3.0509999999999984,19.130000000000003
3.251999999999999,20.255000000000003
3.4520000000000017,21.795
3.657,25.515
3.8569999999999993,25.515
4.058,25.515
4.257999999999999,26.764999999999997
4.459,29.875
4.66,31.8
4.864999999999998,33.05
5.065999999999999,37.195
5.2669999999999995,35.945
5.466999999999999,34.695
5.667000000000002,31.065000000000005
5.8679999999999986,31.065000000000005
6.068999999999999,30.725
6.27,30.255000000000003
6.471,30.544999999999998
6.6739999999999995,30.21
6.873999999999999,31.46
7.074999999999999,36.21
7.276,36.239999999999995
7.475999999999999,38.115
7.678000000000001,36.77
7.878,38.02
8.079,42.505
8.280000000000001,42.595
8.481000000000002,41.68
8.681999999999999,43.255
