Timestamp,CPU_Utilization(%)
2025-03-28 15:55:23.704,0.0
2025-03-28 15:55:23.905,0.0
2025-03-28 15:55:24.105,0.0
2025-03-28 15:55:24.306,0.0
2025-03-28 15:55:24.506,0.0
2025-03-28 15:55:24.707,0.0
2025-03-28 15:55:24.907,0.0
2025-03-28 15:55:25.108,0.0
2025-03-28 15:55:25.308,0.0
2025-03-28 15:55:25.509,0.0
2025-03-28 15:55:25.709,0.0
2025-03-28 15:55:25.909,0.0
2025-03-28 15:55:26.110,0.0
2025-03-28 15:55:26.310,0.0
2025-03-28 15:55:26.511,0.0
2025-03-28 15:55:26.711,0.0
2025-03-28 15:55:26.912,0.0
2025-03-28 15:55:27.112,0.0
2025-03-28 15:55:27.312,0.0
2025-03-28 15:55:27.513,0.0
2025-03-28 15:55:27.713,0.0
2025-03-28 15:55:27.913,0.0
2025-03-28 15:55:28.114,0.0
2025-03-28 15:55:28.314,0.0
2025-03-28 15:55:28.515,0.0
2025-03-28 15:55:28.715,0.0
2025-03-28 15:55:28.915,0.0
2025-03-28 15:55:29.116,0.0
2025-03-28 15:55:29.316,0.0
2025-03-28 15:55:29.517,0.0
2025-03-28 15:55:29.717,0.0
2025-03-28 15:55:29.918,0.0
2025-03-28 15:55:30.118,0.0
2025-03-28 15:55:30.318,0.0
2025-03-28 15:55:30.519,0.0
2025-03-28 15:55:30.719,0.0
2025-03-28 15:55:30.920,0.0
2025-03-28 15:55:31.120,0.0
2025-03-28 15:55:31.321,0.0
2025-03-28 15:55:31.521,0.0
2025-03-28 15:55:31.721,0.0
2025-03-28 15:55:31.922,0.0
2025-03-28 15:55:32.122,0.0
2025-03-28 15:55:32.323,0.0
2025-03-28 15:55:32.523,0.0
2025-03-28 15:55:32.724,0.0
2025-03-28 15:55:32.924,0.0
2025-03-28 15:55:33.125,0.0
2025-03-28 15:55:33.325,0.0
2025-03-28 15:55:33.525,0.0
2025-03-28 15:55:33.726,0.0
2025-03-28 15:55:33.926,2.4
2025-03-28 15:55:34.127,0.0
2025-03-28 15:55:34.327,0.0
2025-03-28 15:55:34.528,0.0
2025-03-28 15:55:34.728,0.0
2025-03-28 15:55:34.928,0.0
2025-03-28 15:55:35.129,0.0
2025-03-28 15:55:35.329,0.0
2025-03-28 15:55:35.530,0.0
2025-03-28 15:55:35.730,0.0
2025-03-28 15:55:35.931,0.0
2025-03-28 15:55:36.131,0.0
2025-03-28 15:55:36.331,0.0
2025-03-28 15:55:36.532,0.0
2025-03-28 15:55:36.732,0.0
2025-03-28 15:55:36.933,0.0
2025-03-28 15:55:37.133,0.0
2025-03-28 15:55:37.333,0.0
2025-03-28 15:55:37.534,0.0
2025-03-28 15:55:37.734,0.0
2025-03-28 15:55:37.935,0.0
2025-03-28 15:55:38.135,0.0
2025-03-28 15:55:38.335,0.0
2025-03-28 15:55:38.536,0.0
2025-03-28 15:55:38.736,25.0
2025-03-28 15:55:38.937,25.0
2025-03-28 15:55:39.138,62.5
2025-03-28 15:55:39.338,25.0
2025-03-28 15:55:39.539,22.5
2025-03-28 15:55:39.740,23.1
2025-03-28 15:55:39.940,25.0
2025-03-28 15:55:40.141,0.0
2025-03-28 15:55:40.341,0.0
2025-03-28 15:55:40.542,0.0
2025-03-28 15:55:40.742,0.0
2025-03-28 15:55:40.942,0.0
2025-03-28 15:55:41.143,0.0
2025-03-28 15:55:41.343,0.0
2025-03-28 15:55:41.543,0.0
2025-03-28 15:55:41.743,0.0
2025-03-28 15:55:41.944,0.0
2025-03-28 15:55:42.144,0.0
2025-03-28 15:55:42.344,5.1
2025-03-28 15:55:42.545,25.0
2025-03-28 15:55:42.745,65.0
2025-03-28 15:55:42.946,65.0
2025-03-28 15:55:43.148,56.1
2025-03-28 15:55:43.349,61.5
2025-03-28 15:55:43.549,25.0
2025-03-28 15:55:43.750,92.7
2025-03-28 15:55:43.951,0.0
2025-03-28 15:55:44.151,0.0
2025-03-28 15:55:44.352,0.0
2025-03-28 15:55:44.552,0.0
2025-03-28 15:55:44.752,0.0
2025-03-28 15:55:44.953,0.0
2025-03-28 15:55:45.153,0.0
2025-03-28 15:55:45.353,5.1
2025-03-28 15:55:45.554,26.8
2025-03-28 15:55:45.755,87.5
2025-03-28 15:55:45.956,0.0
2025-03-28 15:55:46.156,0.0
2025-03-28 15:55:46.356,7.7
2025-03-28 15:55:46.557,25.0
2025-03-28 15:55:46.758,90.7
2025-03-28 15:55:46.959,0.0
2025-03-28 15:55:47.159,0.0
2025-03-28 15:55:47.360,0.0
2025-03-28 15:55:47.560,0.0
2025-03-28 15:55:47.760,0.0
2025-03-28 15:55:47.961,25.0
2025-03-28 15:55:48.162,61.5
2025-03-28 15:55:48.363,35.0
2025-03-28 15:55:48.564,0.0
2025-03-28 15:55:48.764,0.0
2025-03-28 15:55:48.964,0.0
2025-03-28 15:55:49.165,0.0
2025-03-28 15:55:49.365,0.0
2025-03-28 15:55:49.566,0.0
2025-03-28 15:55:49.766,0.0
2025-03-28 15:55:49.967,2.4
2025-03-28 15:55:50.167,0.0
2025-03-28 15:55:50.368,0.0
2025-03-28 15:55:50.568,0.0
2025-03-28 15:55:50.769,0.0
2025-03-28 15:55:50.969,0.0
2025-03-28 15:55:51.170,0.0
2025-03-28 15:55:51.370,0.0
2025-03-28 15:55:51.570,0.0
2025-03-28 15:55:51.771,0.0
2025-03-28 15:55:51.971,0.0
2025-03-28 15:55:52.172,0.0
2025-03-28 15:55:52.372,5.3
