Timestamp,CPU_Utilization(%)
2025-03-28 16:28:17.063,12.5
2025-03-28 16:28:17.264,10.0
2025-03-28 16:28:17.464,0.0
2025-03-28 16:28:17.665,14.6
2025-03-28 16:28:17.866,10.0
2025-03-28 16:28:18.066,0.0
2025-03-28 16:28:18.267,12.5
2025-03-28 16:28:18.470,9.8
2025-03-28 16:28:18.671,2.4
2025-03-28 16:28:18.871,9.8
2025-03-28 16:28:19.076,10.0
2025-03-28 16:28:19.277,0.0
2025-03-28 16:28:19.477,12.8
2025-03-28 16:28:19.678,11.9
2025-03-28 16:28:19.879,5.0
2025-03-28 16:28:20.080,0.0
2025-03-28 16:28:20.280,10.0
2025-03-28 16:28:20.483,7.3
2025-03-28 16:28:20.687,2.5
2025-03-28 16:28:20.888,12.2
2025-03-28 16:28:21.089,7.5
2025-03-28 16:28:21.289,0.0
2025-03-28 16:28:21.490,38.1
2025-03-28 16:28:21.692,30.8
2025-03-28 16:28:21.893,25.0
2025-03-28 16:28:22.093,40.0
2025-03-28 16:28:22.294,31.7
2025-03-28 16:28:22.495,38.1
2025-03-28 16:28:22.696,32.5
2025-03-28 16:28:22.896,2.6
2025-03-28 16:28:23.097,2.5
2025-03-28 16:28:23.297,10.0
2025-03-28 16:28:23.498,7.3
2025-03-28 16:28:23.699,0.0
2025-03-28 16:28:23.899,16.7
2025-03-28 16:28:24.100,7.5
2025-03-28 16:28:24.300,5.0
2025-03-28 16:28:24.503,4.9
2025-03-28 16:28:24.704,12.5
2025-03-28 16:28:24.905,9.8
2025-03-28 16:28:25.105,0.0
2025-03-28 16:28:25.306,15.0
2025-03-28 16:28:25.507,9.8
2025-03-28 16:28:25.707,0.0
2025-03-28 16:28:25.908,41.5
2025-03-28 16:28:26.111,30.0
2025-03-28 16:28:26.312,92.3
2025-03-28 16:28:26.514,17.1
2025-03-28 16:28:26.715,2.5
2025-03-28 16:28:26.916,37.5
2025-03-28 16:28:27.120,51.3
2025-03-28 16:28:27.324,85.0
2025-03-28 16:28:27.524,39.0
2025-03-28 16:28:27.725,87.2
2025-03-28 16:28:27.926,0.0
2025-03-28 16:28:28.126,0.0
2025-03-28 16:28:28.327,12.5
2025-03-28 16:28:28.527,7.3
2025-03-28 16:28:28.728,2.6
2025-03-28 16:28:28.929,32.5
2025-03-28 16:28:29.130,48.7
2025-03-28 16:28:29.331,94.9
2025-03-28 16:28:29.532,32.5
2025-03-28 16:28:29.733,100.0
2025-03-28 16:28:29.934,10.0
2025-03-28 16:28:30.135,0.0
2025-03-28 16:28:30.335,12.5
2025-03-28 16:28:30.536,5.1
2025-03-28 16:28:30.737,0.0
2025-03-28 16:28:30.939,37.5
2025-03-28 16:28:31.140,51.2
2025-03-28 16:28:31.345,85.0
2025-03-28 16:28:31.546,37.5
2025-03-28 16:28:31.747,92.7
2025-03-28 16:28:31.948,25.0
2025-03-28 16:28:32.149,57.5
2025-03-28 16:28:32.351,82.1
2025-03-28 16:28:32.553,4.9
2025-03-28 16:28:32.753,9.8
2025-03-28 16:28:32.956,5.0
2025-03-28 16:28:33.156,0.0
2025-03-28 16:28:33.357,12.5
2025-03-28 16:28:33.557,7.5
2025-03-28 16:28:33.758,2.4
2025-03-28 16:28:33.959,10.0
2025-03-28 16:28:34.159,12.2
2025-03-28 16:28:34.360,2.6
2025-03-28 16:28:34.560,0.0
2025-03-28 16:28:34.761,0.0
2025-03-28 16:28:34.962,7.5
2025-03-28 16:28:35.162,12.2
2025-03-28 16:28:35.363,26.2
2025-03-28 16:28:35.565,35.9
2025-03-28 16:28:35.766,92.7
2025-03-28 16:28:35.968,7.1
2025-03-28 16:28:36.168,0.0
2025-03-28 16:28:36.371,20.5
2025-03-28 16:28:36.572,33.3
2025-03-28 16:28:36.772,92.5
2025-03-28 16:28:36.976,27.5
2025-03-28 16:28:37.176,66.7
2025-03-28 16:28:37.379,70.7
2025-03-28 16:28:37.580,35.0
2025-03-28 16:28:37.781,87.5
2025-03-28 16:28:37.981,2.4
2025-03-28 16:28:38.182,0.0
2025-03-28 16:28:38.382,17.5
2025-03-28 16:28:38.583,25.0
2025-03-28 16:28:38.784,97.4
2025-03-28 16:28:38.986,9.8
2025-03-28 16:28:39.187,5.1
2025-03-28 16:28:39.388,20.0
2025-03-28 16:28:39.589,25.0
2025-03-28 16:28:39.790,100.0
2025-03-28 16:28:39.991,40.0
2025-03-28 16:28:40.192,76.9
2025-03-28 16:28:40.393,52.5
2025-03-28 16:28:40.593,0.0
2025-03-28 16:28:40.794,10.3
2025-03-28 16:28:40.995,38.5
2025-03-28 16:28:41.196,77.5
2025-03-28 16:28:41.397,60.5
2025-03-28 16:28:41.598,37.5
2025-03-28 16:28:41.799,97.4
2025-03-28 16:28:42.000,35.0
2025-03-28 16:28:42.201,85.0
2025-03-28 16:28:42.408,43.6
2025-03-28 16:28:42.609,42.9
2025-03-28 16:28:42.813,95.0
2025-03-28 16:28:43.014,30.0
2025-03-28 16:28:43.215,94.7
2025-03-28 16:28:43.416,33.3
2025-03-28 16:28:43.617,45.0
2025-03-28 16:28:43.820,90.2
2025-03-28 16:28:44.021,30.0
2025-03-28 16:28:44.223,95.1
2025-03-28 16:28:44.424,25.0
2025-03-28 16:28:44.625,40.0
2025-03-28 16:28:44.827,92.9
2025-03-28 16:28:45.028,37.5
2025-03-28 16:28:45.229,86.8
2025-03-28 16:28:45.430,12.8
2025-03-28 16:28:45.630,9.8
2025-03-28 16:28:45.831,7.5
2025-03-28 16:28:46.031,27.5
2025-03-28 16:28:46.232,97.6
2025-03-28 16:28:46.435,2.5
2025-03-28 16:28:46.636,10.3
2025-03-28 16:28:46.837,10.0
2025-03-28 16:28:47.037,40.5
2025-03-28 16:28:47.238,94.9
